,LVMH,TELECOM ITALIA,NOKIA,DEUTSCHE BANK,AEGON,SCHLUMBERGER,NTTDoCoMo,HONDA MOTOR,TOSHIBA,PROCTER & GAMBLE,BANK OF AMERICA,ENEL,LEGAL & GENERAL,BRIDGESTONE,AIR LQUIDE,GENERALI
24/02/17,"190,7","0,776","5,05","16,3","4,96","79,55","2,597","3,099","1,98","91,4","25,18","4,13","247,4","4,34","92,86","13,72"
27/02/17,"189,85","0,78","5,08","16,39","4,97",79,"2,604","3,098","1,991","91,44","25,22","4,14","247,5","4,365","93,14","13,72"
28/02/17,"189,45","0,773","5,14","16,19","5,02","78,69","2,596","3,061","2,088",91,"24,86","4,17",246,"4,362","92,64","13,96"
01/03/17,"195,3","0,784","5,01","16,34","5,17","78,38","2,587","3,077","2,199","91,22","24,43","4,19",247,"4,411","94,14","14,12"
02/03/17,"194,1","0,79","4,97","16,18","5,2","77,67","2,605","3,115","2,073","91,19","23,02","4,18","247,3","4,497","93,41","14,18"
03/03/17,"194,35","0,791","4,99","15,94","5,3","76,96","2,637","3,165","2,081","90,99","22,94","4,18",245,"4,532","93,45","14,17"
06/03/17,"193,75","0,778","4,96","15,35","5,28","77,02","2,58","3,189","2,16","90,77","23,07","4,17","245,8","4,567","93,45","14,04"
07/03/17,"193,75","0,789","5,01","16,01","5,31","78,31","2,581","3,256","2,209","90,57","23,12","4,16","245,2","4,675","92,82","14,21"
08/03/17,"194,8","0,801","4,97","15,73","5,3","78,67","2,588","3,245","2,215","90,49","23,03","4,25","245,6","4,655","92,95","14,58"
09/03/17,"195,65","0,814","4,97","15,76","5,35","77,84","2,688","3,232","2,254","90,76","23,48","4,21","246,3","4,648",93,"14,6"
10/03/17,"196,4","0,811","4,99","15,54","5,38","78,1","2,678","3,245","2,338","90,6","23,35","4,19","246,4","4,668",93,"14,58"
13/03/17,"198,25","0,813","5,03","15,51","5,38","77,7","2,681","3,235","2,43","90,2","23,87","4,22","247,3","4,702","94,05","14,55"
14/03/17,"198,35","0,818","4,95","15,96","5,31","78,21","2,708","3,261","2,408","89,85","23,59","4,25","249,6","4,784","94,14","14,33"
15/03/17,"197,8","0,84","4,96","16,17","5,34","78,3","2,717","3,205","2,517","89,68","23,59","4,3","251,6","4,78","94,55","14,4"
16/03/17,"198,75","0,834","4,89","16,04","5,37","78,62","2,73","3,23","2,69","89,91","23,44","4,29","249,3","4,772","95,18","14,59"
17/03/17,"201,5","0,848","4,95","16,15","5,32","78,33","2,717","3,25","2,563","89,97","23,17","4,31","251,7","4,804","95,91","14,57"
20/03/17,200,"0,852","4,95","15,7","5,28","78,71","2,72","3,199","2,531","89,4","23,26","4,34","253,1","4,792","96,05","14,65"
21/03/17,"198,7","0,842","5,01","15,6","5,24","79,65","2,733","3,194","2,618","89,23","23,16","4,35","254,5","4,792","96,09","14,77"
22/03/17,"199,6","0,846","4,93","15,65","5,1","79,57","2,748","3,167","2,3","89,49","23,02","4,37","260,5","4,829","96,36","14,71"
23/03/17,"201,95","0,843","4,98","15,68","5,14","78,15","2,753","3,135","2,303","89,8","22,92","4,41","261,2","4,794","96,86","14,9"
24/03/17,"201,1","0,83","4,95","15,53","4,87","78,24","2,721","3,065","2,251","90,31","22,65","4,41","261,1","4,73","96,55","14,77"
27/03/17,"201,55","0,808","4,87","15,55","4,75","77,93","2,722","3,05","2,325","90,03","22,34","4,4","246,9","4,734","96,77","14,61"
28/03/17,"201,45","0,814","4,85","15,31","4,81","76,48","2,735","3,085","2,3","90,39","22,81","4,38","246,1","4,75","96,55","14,5"
29/03/17,"202,6","0,814","4,9","15,29","4,76","76,51","2,736","3,069","2,321","90,8","22,71","4,4","250,8","4,748","97,32","14,35"
30/03/17,"202,9","0,81","4,83","15,13","4,79","74,84","2,715","3,135","2,515","89,6","22,74","4,4",250,"4,775","97,09","14,32"
31/03/17,"205,85","0,806","4,94","14,9","4,77","74,1","2,724","3,095","2,593","89,33","23,07","4,35","250,7","4,76","97,36","14,28"
03/04/17,"204,05","0,804","4,98","15,2","4,71","74,09","2,712","3,058","2,584","88,62","22,71","4,38","250,8","4,73","97,23","14,25"
04/04/17,"206,2","0,805","4,97","15,34","4,7","74,11","2,72","3,064","2,623","89,55","23,63","4,38","251,4","4,715","97,18","14,18"
05/04/17,"204,75","0,801","5,19","15,57","4,67","72,84","2,73","3,073","2,608",90,"23,98","4,33","253,1","4,709","97,36","14,05"
06/04/17,"207,25","0,779","5,25","16,99","4,67","72,59","2,717","3,117","2,52","87,74","23,89","4,24","255,6","4,652","98,14","13,87"
07/04/17,"209,25","0,79","5,37","16,94","4,59","72,3","2,729","3,112","2,478","87,69","23,65","4,3","254,7","4,727","99,32","14,11"
10/04/17,"207,45","0,79","5,39","17,34","4,6","71,45","2,717","3,194","2,577","87,33","23,34","4,24","255,3","4,895","98,55","14,11"
11/04/17,"208,6","0,788","5,49","16,7","4,58","71,53","2,735","3,117","2,556","87,09","23,61","4,19","256,7","4,843","97,32","14,25"
12/04/17,"208,85","0,816","5,59","16,53","4,56","70,94","2,72","3,112","2,628","86,22","23,53","4,45","257,2","4,841","97,68","14,78"
13/04/17,"208,6","0,828","5,6","16,68","4,54","71,97","2,713","3,098","2,708","86,43","23,77","4,43","252,2","4,828","97,73","14,82"
18/04/17,"206,6","0,83","5,68","16,8","4,42","72,22","2,706","3,068","2,856","86,45","23,85","4,41","250,9","4,792","97,05","14,6"
19/04/17,"204,8","0,821","5,64","17,2","4,51","72,28","2,705","3,075","3,008","86,5","23,74","4,4","249,1","4,823","96,36","14,58"
20/04/17,"207,4","0,815","5,6","17,42","4,55","72,67","2,703","3,066","3,291","86,55","23,96","4,36","250,3","4,852","97,23","14,53"
21/04/17,"206,9","0,83","5,64","17,44","4,62","71,78","2,698","3,057","3,262","86,4","23,98","4,42","252,8","4,846","96,14","14,55"
24/04/17,"214,7","0,827","5,68","17,34","4,73","71,02","2,671","3,064","3,133","86,49","24,15","4,43","252,2","4,862","100,68","14,72"
25/04/17,"223,15","0,865","5,67","17,49","4,74",72,"2,707","3,057","3,165","86,17","24,07","4,53","252,1","4,714","100,86",15
26/04/17,"224,85","0,886","5,54","17,34","4,74","71,37","2,73","3,077","3,216","86,19",24,"4,58","250,3","4,723",102,"15,25"
27/04/17,"225,9","0,888","5,52","17,18","4,66","70,99","2,739","3,066","3,31","86,33","24,06","4,57","251,5","4,751","100,91","15,28"
28/04/17,"226,5","0,894","5,57","17,57","4,68","71,43","2,746","3,066","3,302","86,24","23,99","4,55","251,8","4,832","100,55","15,33"
02/05/17,"228,05","0,886","5,52","17,46","4,72","71,75","2,765","3,067","3,23","86,26","22,57","4,57",255,"4,828","102,14","15,29"
03/05/17,"230,85","0,88","5,88","16,85","4,71","71,89","2,754","3,045","3,221","85,87","22,74","4,56","254,7","4,906","102,68","14,84"
04/05/17,"234,4","0,901","5,73","16,81","4,81","72,09","2,751","3,061","3,078","86,24","23,05","4,57","253,9","4,896",103,"14,75"
05/05/17,"238,1","0,9","5,74","17,09","4,89","71,36","2,739","3,065","2,982","86,21","23,04","4,57",251,"4,855","104,68","14,84"
08/05/17,"233,65","0,915","5,7","16,99","4,91","69,39","2,721","3,074","2,93","86,08","23,39","4,68",254,"4,933","103,18","14,99"
09/05/17,"233,65","0,898","5,66","17,12","4,9","70,09","2,716","3,073","2,876","86,5","23,36","4,63","255,2","4,862",104,"14,9"
10/05/17,"232,35","0,874","5,65","16,95","4,91","68,74","2,69","3,084","2,77","86,86","23,25","4,64","258,2","4,836","103,55","15,05"
11/05/17,"233,3","0,882","5,8","16,85","4,59","69,59","2,652","3,064","2,718","87,25","23,24","4,68","257,4","4,84","103,05","15,13"
12/05/17,"231,5","0,871","5,83","16,49","4,54","69,78","2,646","3,067","2,625","87,4","22,91","4,73","258,4","4,855","103,91","14,62"
15/05/17,"231,2","0,858","5,81","16,43","4,56","68,96","2,654","3,128","2,608","88,09","22,41","4,79","258,3","4,836","101,73","14,67"
16/05/17,"232,1","0,865","5,76","16,14","4,53","69,27","2,665","3,15","2,598","88,13","22,63","4,74","257,5","4,889","100,91","14,43"
17/05/17,228,"0,866","5,82","15,58","4,37","69,97","2,648","3,102","2,562","88,59","22,45","4,77","259,4","4,808","99,59","14,39"
18/05/17,229,"0,86","5,8","15,61","4,4","68,67","2,65","3,087","2,619","88,74","22,41","4,81","260,6","4,794","99,64","14,35"
19/05/17,"229,1","0,847","5,81","15,59","4,42","68,31","2,623","3,104","2,556","88,8","22,23","4,7","261,4","4,858","100,73","14,06"
22/05/17,"228,25","0,831","5,68","15,33","4,71","69,68","2,641","3,104","2,509","88,77","22,6","4,73","260,1","4,902","100,55","13,88"
23/05/17,"227,3","0,833","5,74","15,49","4,47","69,31","2,637","3,103","2,537","87,85","22,97","4,76","257,1","4,922","101,27","14,05"
24/05/17,"227,1","0,834","5,7","15,63","4,45","69,35","2,648","3,091","2,424","88,16","23,67","4,78","257,4","4,846","100,5","14,2"
25/05/17,"229,2","0,838","5,69","15,82","4,42","68,18","2,641","3,134","2,316","88,24","23,78","4,73","260,1","4,885","100,68","14,05"
26/05/17,"227,4","0,83","5,72","15,46","4,41","67,33","2,62","3,096","2,758","88,06","23,77","4,71","258,9","4,878","100,86","13,85"
29/05/17,227,"0,826","5,8","15,57","4,47","68,58","2,632","3,091","2,614","88,44","23,76","4,78","259,2","4,865","100,64","13,76"
30/05/17,"226,7","0,829","5,79","15,28","4,43","68,1","2,638","3,099","2,629","89,38","23,54","4,8","258,6","4,924",99,"13,73"
31/05/17,"227,15","0,831","5,75","15,12","4,43","66,75","2,632","3,076","2,775","89,66","23,43","4,94","258,3","4,864","98,64","13,97"
01/06/17,229,"0,825","5,76",15,"4,52","65,47","2,623","3,042","2,826","89,86","23,91","4,9","263,1","4,779","99,86","14,07"
02/06/17,"231,45","0,828","5,7","15,38","4,43","65,37","2,585","3,066","2,685","89,63","23,49","4,84","261,9","4,732",101,"14,22"
05/06/17,"230,25","0,832","5,59","15,22","4,41","65,93","2,576","3,081","2,854","89,4","23,13","4,85","263,9","4,728","100,41","14,5"
06/06/17,"226,25","0,834","5,57","15,2","4,3","65,89","2,582","3,08","2,684","89,03","22,93","4,85","266,5","4,752","99,5","14,51"
07/06/17,"228,05","0,825","5,41","15,05","4,32","65,36","2,561","3,077","2,392","89,42","22,82","4,86","267,1","4,724","98,68","14,41"
08/06/17,227,"0,833","5,36","14,9","4,39","65,25","2,563","3,108","2,46","89,36","22,89","4,92","264,1","4,657","98,5","14,59"
09/06/17,"227,9","0,836","5,46","15,04","4,5","65,38","2,6","3,127","2,65","88,61","23,27","4,93","259,6","4,697","99,82","14,61"
12/06/17,"224,1","0,829","5,41","15,52","4,55","65,84","2,599","3,214","2,61","88,37","23,88","4,89","257,8","4,716","99,23","14,44"
13/06/17,"227,65","0,832","5,48","15,74","4,57","66,97","2,6","3,185","2,59","86,99","24,32","4,98","259,5","4,741","100,14","14,69"
14/06/17,"227,9","0,823","5,42","15,83","4,5","65,74","2,595","3,125","2,56","87,15","24,26","4,93","259,4","4,764","98,73","14,54"
15/06/17,"226,4","0,815","5,48","15,53","4,48","65,13","2,604","3,127","2,71","87,74","24,68","4,9","258,4","4,732","97,68","14,49"
16/06/17,"230,7","0,806","5,49","16,1","4,48","65,08","2,598","3,109","2,81","87,67","24,92","4,95","257,6","4,752","99,82","14,51"
19/06/17,"232,8","0,807","5,41","16,4","4,51","65,35","2,578","3,072","2,9","87,37","24,71","4,8","259,5","4,731","102,27","14,33"
20/06/17,"232,4","0,821","5,56","16,36","4,47","65,79","2,562","3,078","2,92","87,65","24,83","4,84","262,9","4,786","102,5","14,53"
21/06/17,"231,9","0,819","5,53","16,7","4,44","65,58","2,545","3,031","2,87","87,09","24,89","4,74","263,7","4,789","102,36","14,62"
22/06/17,"231,85","0,808","5,5","16,68","4,41","66,49","2,579","3,056","2,98","86,77","24,6","4,69","261,3","4,825","101,73","14,41"
23/06/17,"231,65","0,823","5,51","16,58","4,38","66,85","2,575","3,062",3,"86,96","24,35","4,76",263,"4,787","101,36","14,6"
26/06/17,"230,85","0,809","5,32","16,59","4,39","66,83","2,578","3,043","3,04","86,7","24,62","4,74","265,2","4,789","101,36","14,66"
27/06/17,"229,8","0,802","5,42","16,44","4,35","66,18","2,565","3,02","2,98","87,1","24,21","4,69","266,8","4,736","100,95","14,74"
28/06/17,"226,65","0,805","5,4","16,52","4,35","67,44","2,564","3,009","2,97","87,55","24,02","4,7","265,1","4,674","100,41","15,05"
29/06/17,"218,25","0,806","5,33","16,37","4,53","67,02","2,538","3,022","3,02","88,64","23,9","4,72","268,4","4,658","98,41",15
30/06/17,"218,3","0,791","5,33","16,35","4,47","66,53","2,576","3,027","3,15","88,35","24,06","4,8",269,"4,683","98,36","15,05"
03/07/17,"220,95","0,789","5,28","15,94","4,63","66,42","2,545","3,034","3,18","88,6","23,94","4,79","270,5","4,676","100,05","14,99"
04/07/17,"220,05","0,806","5,32","15,95","4,67","67,01","2,536","3,053","3,18","88,61","23,8","4,87","273,1","4,652","99,23","15,16"
05/07/17,"221,8","0,827","5,49","15,84","4,65","66,99","2,525","3,045","3,2","88,18","23,91","4,97","272,5","4,706","98,77","15,39"
06/07/17,"219,2","0,805","5,39","15,63","4,7","67,78","2,531","3,04","3,19","89,14","24,48","4,97","275,1","4,684",98,"15,39"
07/07/17,"216,4","0,815","5,38","16,01","4,81","68,46","2,54","3,04","3,08","89,3","24,21","4,92",276,"4,691","97,64","15,49"
10/07/17,"216,8","0,824","5,52","16,4","4,84","68,6","2,554","3,081","3,06","90,68","24,11","4,96",272,"4,719","98,14","15,27"
11/07/17,"214,5","0,833","5,5","16,6","4,83","69,01","2,532","3,096","3,11","90,21","24,03","4,97","272,2","4,788","97,27","15,22"
12/07/17,"216,35","0,816","5,52","15,53","4,79","69,13","2,512","3,05","3,08","90,82","24,12","4,92",269,"4,78","99,27","15,22"
13/07/17,"216,4","0,813","5,56","15,41","4,81","68,22","2,508","3,057","3,12","91,1","24,45","4,91","271,2","4,718","98,91","15,03"
14/07/17,"219,75","0,844","5,53","15,09","4,78","67,54","2,52","3,036","3,27","91,04","24,59","4,86","270,7","4,661","99,45","14,97"
17/07/17,"222,35","0,858","5,53","15,32","4,77","66,55","2,52","3,079","3,27","90,86","24,37","4,8","273,1","4,717","99,64","15,33"
18/07/17,219,"0,867","5,43","15,14","4,63","65,49","2,517","3,07","3,27","90,67","24,97","4,86","267,7","4,722","98,64","15,36"
19/07/17,"222,25","0,866","5,36","15,28","4,64","65,49","2,52","3,119","3,31","91,44","24,96","4,89","266,8","4,823","99,32","15,4"
20/07/17,"222,3","0,854","5,28","15,64","4,66","64,4","2,524","3,188","3,31","91,58","24,9","4,81","264,3","4,875","98,59","15,27"
21/07/17,"219,25","0,871","5,38","15,47","4,62","63,83","2,522","3,218","3,31","91,92","24,74","4,82","264,2","4,887","96,41","15,33"
24/07/17,"219,15","0,87","5,4","15,47","4,68","63,95","2,526","3,216","3,16","91,74","24,12","4,89","263,2","4,862","96,73","15,4"
25/07/17,"218,85","0,872","5,43","14,88","4,76","63,44","2,54","3,245","3,17","91,34","23,86","4,88","264,7","4,893","96,82","15,83"
26/07/17,218,"0,871","5,37","14,42","4,75","63,71","2,584","3,294","3,15","91,65","24,42","4,94","263,2","5,025","97,55","15,85"
27/07/17,"216,05","0,876","5,26","14,22","4,76","63,03","2,579","3,31","3,15","92,2","24,47","4,98","259,1","5,057","97,09","15,93"
28/07/17,"213,15","0,885","5,23","14,66","4,73","63,32","2,575","3,331","3,1","92,44","24,19","4,98","259,3","5,048","95,45","16,08"
31/07/17,"212,7","0,867","5,28","14,58","4,74",63,"2,579","3,352","3,02","92,07","23,64","5,01","260,2","5,036","94,27","16,02"
01/08/17,"215,9","0,864","5,28","14,58","4,75","63,35","2,587","3,362","3,01","92,47","23,62","4,97","259,9","5,128","94,64","15,81"
02/08/17,"215,05","0,85","5,23","14,11","4,77","63,19","2,602","3,36","2,99","92,86","23,38","4,92",258,"5,116","94,27","15,72"
03/08/17,219,"0,838","5,23","14,1","4,76","62,88","2,566","3,354","2,99","92,79","23,83","4,89","255,7","5,108","94,77","15,44"
04/08/17,"221,9","0,847","5,2","13,76","4,83","63,88","2,566","3,362","3,06","92,44","23,76","5,03","254,3","5,114","96,32","15,5"
07/08/17,"222,5","0,855","5,14","13,74","4,84","63,45","2,571","3,332","3,15","92,27","23,84","5,07","253,4","5,106","95,82","15,56"
08/08/17,"222,75","0,848","5,16","13,8","4,93","63,5","2,56","3,35","3,11","92,51","23,77","5,03",254,"5,15","95,95","15,43"
09/08/17,"217,15","0,834","5,21","13,81","4,85","63,39","2,56","3,387","3,1","92,47","23,72","5,07","257,1","5,18","94,68","15,51"
10/08/17,"215,15","0,828","5,24","13,8","5,11","63,51","2,57","3,37","3,11","92,32","23,58","5,07","258,2","5,145","93,77","15,37"
11/08/17,"214,45","0,827","5,19","13,71","4,98","63,35","2,568","3,388","3,12","91,87","23,87","5,04","255,9","5,182","93,5","15,26"
14/08/17,"216,6","0,817","5,16","13,31",5,"65,1","2,562","3,395","3,15","92,27","23,89","4,98",254,"5,196","94,55","15,24"
15/08/17,"217,05","0,812","5,16","13,45","5,07","65,72","2,583","3,405","3,17","92,53","24,09","5,08","251,5","5,249","94,82","15,21"
16/08/17,"219,1","0,811","5,17","13,47","5,19","65,87","2,586","3,401","3,18","92,72","23,31","5,1","254,5","5,246","95,32","15,23"
17/08/17,"219,6","0,814",5,"13,54","5,11","64,86","2,602","3,407","3,3","92,72","23,41","5,08","256,2","5,248","94,95","15,18"
18/08/17,"217,7","0,792","5,1","13,47","4,98","65,77","2,62","3,387","3,35","92,97","22,97","5,03","256,6","5,311","93,68","14,98"
21/08/17,217,"0,791","5,1","13,22","4,9","66,43","2,62","3,4","3,39","92,84","22,89","5,09","258,9","5,307","93,18","14,96"
22/08/17,"218,95","0,805","5,08","13,42","4,94","66,92","2,636","3,427","3,45","93,99","23,36","5,09","259,5","5,353","94,41","15,04"
23/08/17,"216,95","0,795","5,08","13,26","4,9","67,7","2,654","3,432","3,41","93,51","23,95","5,14","256,5","5,416","94,27","15,11"
24/08/17,218,"0,784","5,2","13,34","4,96","67,24","2,662","3,455","3,41","93,55","24,33","5,11","255,6","5,432","93,77","15,2"
25/08/17,217,"0,779","5,24","13,71","4,97","67,87","2,673","3,428","3,35","93,55","24,24","5,12","259,3","5,514","93,73","15,13"
28/08/17,"215,85","0,776","5,22","14,2","4,9","67,89","2,673","3,471","3,31","93,27","24,38","5,15","258,6","5,541","93,14","15,08"
29/08/17,"216,2","0,781","5,17","14,14","4,71","67,62","2,711","3,493","3,32","93,15","24,7","5,19","259,9","5,477","92,64","14,98"
30/08/17,"218,85","0,78","5,12","14,05","4,75","68,09","2,696","3,488","3,31","94,17","24,86","5,18","262,7","5,424","93,14","14,96"
31/08/17,"220,25","0,787","5,05","13,81","4,8","68,8","2,701","3,508","3,32","94,4","25,06","5,25","261,7","5,433","93,23","15,43"
01/09/17,"221,75","0,789","5,05","13,86","4,83","69,65","2,76","3,536","3,32","92,64","25,16","5,2","261,5","5,514","93,59","15,54"
04/09/17,"220,95","0,782","5,05","13,8","4,78","68,82","2,754","3,542","3,3","92,24","25,02","5,16","261,8","5,502","93,36","15,63"
05/09/17,"217,8","0,775","5,01","13,57","4,69","69,08","2,741","3,523","3,29","92,72","24,76","5,14","262,8","5,39","93,05","15,49"
06/09/17,"217,9","0,78","5,03","13,94","4,69","69,16","2,753","3,576","3,31","92,65","24,81","5,11","262,3","5,469","93,64","15,32"
07/09/17,220,"0,817","5,08","13,9","4,67","69,76","2,752","3,762","3,29","90,87","25,41","5,15","262,7","5,501","94,27","15,51"
08/09/17,"219,95","0,803","5,09","13,67","4,68","69,32","2,778","3,829","3,23","90,89","25,45","5,14","263,4","5,46","93,91","15,55"
11/09/17,"225,3","0,797","5,12","13,63","4,78","69,06","2,807","3,837","3,23","90,98","25,34","5,12","264,6","5,591","96,09","15,55"
12/09/17,"228,15","0,796","5,06",14,"4,95","68,82","2,818","3,836","3,21","91,77","25,62","5,13","266,3","5,598","97,36","15,58"
13/09/17,"230,25","0,795","5,09","14,37","4,96","68,87","2,828","3,786","3,13","92,12","25,86","5,1","265,5","5,417","96,14","15,56"
14/09/17,"229,55","0,792","5,06","14,63","4,84","68,34","2,835","3,768","2,97","92,42","25,71","5,1","264,4",5,"97,18","15,39"
15/09/17,230,"0,794","5,09","14,49","4,79","68,33","2,837","3,722","2,79","92,03","26,13","5,1","266,6","4,919","96,27","15,27"
18/09/17,"229,25","0,805","5,02","14,35","4,87","68,33","2,835","3,71","2,92","92,33","26,21","5,11","266,3","4,942","96,68","15,5"
19/09/17,"229,3","0,798","4,99","14,7","4,87","67,74","2,788","3,62","2,88","92,12","25,85","5,04","268,6","4,878","97,64","15,52"
20/09/17,230,"0,793","4,94","14,72","4,86","67,29","2,798","3,66","2,89","91,62","25,93","5,1","268,1","4,906","98,23","15,76"
21/09/17,"229,85","0,778","5,01","14,38","4,94","67,17","2,797","3,67","2,92","91,46","25,83","5,11","268,4","4,988","99,36","15,82"
22/09/17,"230,4","0,776","4,99","14,31","4,97","66,8","2,804","3,687","2,75","92,15","25,45","5,05","266,9","4,972","99,77","15,92"
25/09/17,"230,75","0,761",5,"14,32","4,9","66,5","2,845","3,701","2,9","93,04","25,83","4,97","270,4","5,016","99,91","15,56"
26/09/17,"231,35","0,769","4,99","14,17","4,91","65,91","2,852","3,715","3,03","93,14","26,24","5,05","268,5","4,996","101,36","15,63"
27/09/17,"230,85","0,763","4,97",14,5,"64,5","2,859","3,688","2,97","92,8","26,2","4,98","267,8","5,047","100,77","15,61"
28/09/17,"230,8","0,764","5,16","14,12","4,98","63,15","2,858","3,675","2,93","92,77","26,48","5,08",267,"5,067","101,41","15,61"
29/09/17,"233,45","0,755","5,18","14,25","4,93","61,91","2,851","3,713","2,82","91,59","26,58","5,11",269,"5,056","102,59","15,47"
02/10/17,"233,25","0,772","5,11","14,38","4,92","62,44","2,866","3,721","2,85","88,25","27,17","5,2","271,9","5,109","103,3","15,54"
03/10/17,"234,9","0,759","5,1","14,18","4,87","63,44","2,908","3,744","2,76","87,3","27,16","5,17","272,8","5,095","104,6","15,56"
04/10/17,"234,85","0,771","4,21","14,4","4,83","63,37","2,889","3,775","2,81","86,98","27,68","5,17",271,"5,12","104,95","15,48"
05/10/17,"234,2","0,763","4,22","14,24","4,75","63,55","2,863","3,787","2,82","86,86","27,63","5,15","269,6","5,074","104,85","15,45"
06/10/17,"230,4","0,761","4,17","14,66","4,76","64,11","2,859","3,767","2,8","87,5","27,74","5,19",268,"5,065","104,25","15,28"
09/10/17,"232,2","0,761","4,22","14,54","4,8",64,"2,849","3,723","2,87","87,04","27,8","5,17","265,7","4,992","104,65","15,32"
10/10/17,"237,4","0,762","4,29","14,4","4,81","64,28","2,879","3,756","2,95","86,27","27,6","5,16","265,1","5,004","104,25","15,32"
11/10/17,"239,4","0,769","4,35","14,16","4,82","63,25","2,883","3,773","2,99","86,34","27,39","5,18","264,2","5,08",104,"15,5"
12/10/17,241,"0,772","4,32","13,95","4,83","63,58","2,89","3,789","3,01","86,89","27,53","5,22","266,1","5,127","103,95","15,61"
13/10/17,"241,8","0,765","4,43","14,17","4,86","67,08","2,869","3,806","3,06","86,51","27,87","5,2","265,8","5,158","104,4","15,71"
16/10/17,"240,45","0,756","4,36","14,64","4,91","66,43","2,882","3,834","3,12","86,58","27,82","5,12","267,8","5,073","104,6","15,65"
17/10/17,"239,3","0,753","4,35","14,51","4,94","67,06","2,816","3,821","3,24","86,05","27,75","5,29","268,9","5,104","103,85","15,85"
18/10/17,"240,9","0,741","4,27","14,51","4,98","66,89","2,686","3,782","3,23","86,98","27,18","5,29",267,"5,092",104,"15,65"
19/10/17,"239,95","0,745","4,2","14,53","5,01","65,74","2,688","3,83","3,16","87,58","26,79","5,32",267,"5,169","103,9","15,74"
20/10/17,"237,65","0,745","4,18","14,74","4,99","65,04","2,67","3,889","3,18","87,78","26,49","5,33","265,4","5,227","104,95","15,64"
23/10/17,"241,05","0,752","4,1","14,99","5,05","62,78","2,672","3,89","3,2","88,16","26,51","5,39","265,9","5,318","105,55","15,91"
24/10/17,"240,8","0,764","4,11","15,46","5,08","61,55","2,672","3,894","3,19",89,"26,4","5,37",266,"5,323","104,55","15,93"
25/10/17,"243,95","0,758","4,16","15,37","5,07","61,31","2,677","3,899","3,1","88,87","26,24","5,38","265,6","5,405","107,15","15,75"
26/10/17,"248,95","0,757","4,18","15,47","5,13","61,96","2,685","3,929","3,13","88,23","26,79","5,39","266,2","5,397","108,15","15,65"
27/10/17,"253,95","0,746","4,28","15,76","5,09","61,72","2,683","3,91","3,1","89,25","26,76","5,4","268,4","5,382","109,2","15,62"
30/10/17,"254,95","0,736","4,29","16,18","5,07","61,88","2,674","3,895","3,09","88,43","26,62","5,36","267,2","5,273",109,"15,64"
31/10/17,"256,1","0,725","4,27","16,23","5,07","62,14","2,671","3,866","3,1","88,27","26,74","5,34",263,"5,238","109,3","15,53"
01/11/17,"255,25","0,713","4,24","16,35","5,15","61,93","2,661","3,862","3,17","88,72","26,73","5,28","263,4","5,238","110,5","15,77"
02/11/17,"254,95","0,69","4,26","16,24","5,19","61,36","2,7","3,986","3,23","88,33","26,66","5,26",264,"5,294","110,8","15,55"
03/11/17,"258,15","0,67","4,2","16,03","5,13","62,29","2,724","4,021","3,3","88,45","26,59","5,28","261,7","5,306","111,45","15,38"
06/11/17,"259,55","0,682","4,21","15,97","5,13","62,15","2,699","4,01","3,3","88,96","26,59","5,27","259,9","5,298","110,9","15,27"
07/11/17,"256,6","0,69","4,21","16,05","5,13","62,85","2,683","4,102","3,25","89,4","27,64","5,3","263,8","5,333",110,"15,26"
08/11/17,"254,65","0,679","4,22","15,71","5,08","64,73","2,674","4,026","3,19","89,38","28,28","5,22","264,7","5,296","109,05","15,22"
09/11/17,"249,9","0,683","4,13","15,7","5,33","64,6","2,656","3,968","3,19","89,99","28,17","5,23","265,9","5,315","106,7","15,24"
10/11/17,"248,5","0,683","4,01","16,07","5,23","63,45","2,663","3,981","3,18","90,36","28,1","5,36","266,1","5,359","106,65","15,26"
13/11/17,"245,95","0,692","4,02","15,86","5,13","62,07","2,694","3,989","3,16","91,41","29,06","5,31",266,"5,354","105,6","15,21"
14/11/17,"245,95","0,723","3,92","15,78","5,1","62,07","2,727","4,019","3,14","91,4","28,93","5,39","268,2","5,329","105,4","15,2"
15/11/17,"244,8","0,723","3,93","16,14","5,13","63,54","2,724","3,977","3,15","91,25","28,64","5,36",270,"5,471",105,"15,23"
16/11/17,"246,95","0,709","3,9","15,96","5,15","64,56","2,726","4,003","3,22","90,1","28,78","5,33","270,5","5,398","105,4","15,08"
17/11/17,"246,6","0,705","3,87","15,71","5,17","64,18","2,718","3,98","3,36","90,37","29,05","5,41",269,"5,502","105,1","15,14"
20/11/17,"249,25","0,701","3,95","15,97","5,13","63,3","2,735","4,052","3,36","90,23","28,94","5,48",270,"5,508","106,15","15,21"
21/11/17,"251,7","0,703","3,91","16,49","5,15","62,37","2,745","3,994","3,3","89,85","29,32","5,46","270,7","5,448","107,2","15,38"
22/11/17,"247,05","0,698","3,92","16,34","5,12","62,09","2,75","3,942","3,25","90,88","28,84","5,37","270,2","5,449","105,9","15,06"
23/11/17,"248,8","0,706","3,98","16,52","5,1","63,6","2,737","3,933","3,17",91,"28,73","5,47",271,"5,422","106,15","15,23"
24/11/17,"249,6","0,71","3,95","16,52","5,11","64,39","2,74","3,947","3,17","91,89","29,04","5,53","273,3","5,416","106,3","15,18"
