,LVMH,TELECOM ITALIA,NOKIA,DEUTSCHE BANK,AEGON,SCHLUMBERGER,NTTDoCoMo,HONDA MOTOR,TOSHIBA,PROCTER & GAMBLE,BANK OF AMERICA,ENEL,LEGAL & GENERAL,BRIDGESTONE,AIR LQUIDE,GENERALI
21/11/14,"144,949","0,884","6,55","23,44","6,15","92,81","1,881","3,652","5,37","88,11","17,18","3,73","241,3","4,159","88,68","17,18"
24/11/14,"144,299","0,884","6,59","23,5","6,24","85,95","1,845","3,725","5,392","88,8","17,1","3,78","246,6","4,265","89,03","17,12"
25/11/14,"143,799","0,874","6,69","23,46","6,3","84,84","1,852","3,738","5,399","88,88","17,11","3,82","239,6","4,31","88,95","17,09"
26/11/14,"142,949","0,892","6,69","23,08","6,29","85,22","1,884","3,73","5,361","90,43","17,04","3,89","233,7","4,391","88,86","17,28"
27/11/14,"142,999","0,906","6,7","23,41","6,36","86,76","1,886","3,717","5,266","90,08","16,79","3,88","236,1","4,361","89,39","17,39"
28/11/14,"144,499","0,887","6,78","23,7","6,31","87,43","1,851","3,61","5,199","91,07","17,15","3,84",234,"4,224","89,61","17,27"
01/12/14,"143,749","0,891","6,69","23,12","6,2","87,16","1,86","3,568","5,083",90,"17,29","3,84","240,9","4,19","90,01","17,32"
02/12/14,"142,299","0,918","6,57","23,96","6,3","84,21","1,834","3,52","5,14","90,58","17,21","3,87","242,6","4,189","89,52","17,4"
03/12/14,"142,549","0,933","6,8","23,67","6,27","85,47","1,809","3,498","5,067","90,38","17,68","3,79","245,1","4,135","90,14","17,01"
04/12/14,"142,399","0,951","6,82","22,79","6,21","83,17","1,773","3,425","4,979","90,76","17,66","3,96","248,3","4,07","88,95","17,38"
05/12/14,"145,749","0,944","6,51","22,61","6,39","83,01","1,753","3,455","4,961","90,71","17,56","3,94","248,5","4,084","90,58","17,32"
08/12/14,"144,899","0,93","6,6","22,81","6,32",80,"1,77","3,495","4,994",90,"17,38","3,77","248,1","4,194","89,65","16,95"
09/12/14,"141,999","0,924","6,55","22,22","6,13","79,9","1,776","3,581","5,038","90,41","17,47","3,76","247,2","4,325","88,37","16,85"
10/12/14,"141,099","0,943","6,38","21,59","6,08","80,19","1,8","3,581","5,091","89,55","17,13","3,77","248,6","4,282","88,37","16,93"
11/12/14,"140,999","0,914","6,19","21,83","6,13","82,88","1,793","3,656","5,168","89,2","16,85","3,62",246,"4,3","87,63","16,59"
12/12/14,"137,599","0,896","6,29","21,74",6,"84,23","1,789","3,661","5,146","89,36","16,72","3,53","242,6","4,282","85,72","16,27"
15/12/14,"134,799","0,901","6,33","22,63","5,83","87,52","1,788","3,62","5,214","90,7","17,26","3,66","238,6","4,247","83,62","16,64"
16/12/14,"136,799","0,889","6,54","22,3","6,07","86,75","1,781","3,6","5,169",92,"17,53","3,6","241,1","4,224","87,14","16,55"
17/12/14,"125,85","0,91","6,47","22,37",6,"87,32","1,768","3,526","5,124","92,05","17,62","3,69","244,8","4,199","87,69","17,11"
18/12/14,"130,25","0,9","6,51","22,63","6,18","87,06","1,753","3,531","5,186","92,6","17,71","3,68","244,1","4,158","89,87","16,93"
19/12/14,"129,95","0,89","6,65","22,63","6,19","87,13","1,733","3,454","5,001","93,29","17,93","3,71","244,7","4,04","89,61","16,91"
22/12/14,"131,05","0,895","6,65","22,3","6,21","87,35","1,735","3,426","4,946","93,14","17,98","3,79","246,9","4,07","90,49","17,24"
23/12/14,"132,5","0,893","6,56","22,54","6,28","86,44","1,777","3,492","4,993","93,46","17,98","3,72",243,"4,186","91,73","17,11"
24/12/14,"131,9","0,882","6,65","21,62","6,25","85,41","1,872","3,532","4,886","92,64","18,11","3,7","248,1","4,246","90,98",17
29/12/14,"132,5","0,876","6,41","21,34","6,26","85,67","1,84","3,531","4,772","92,4","18,13","3,68","250,4","4,277","91,51","17,04"
30/12/14,"131,15","0,85","6,37","21,46","6,19","83,35","1,889","3,548","4,743","91,09","17,89","3,44","253,8","4,226","90,32","16,43"
31/12/14,"132,25","0,858","6,5","21,85","6,26","81,72","1,914","3,592","4,82","90,44","17,9","3,49","255,7","4,51","91,07","16,5"
02/01/15,"130,85","0,851","6,37","21,34","6,19","81,71","1,913","3,589","4,766","90,01","17,38","3,49","258,7","4,538","89,79","16,54"
05/01/15,"127,05","0,875","6,41","21,34","6,04","82,7","1,934","3,624","4,768","89,6","16,86","3,64",261,"4,504","87,01","17,08"
06/01/15,"125,6","0,855","6,46","22,02","5,94","81,22","1,97","3,646","4,807","90,07","16,94","3,46","265,9","4,615","86,28","16,72"
07/01/15,"125,7","0,866","6,53","21,59","5,98","78,05","1,98","3,637","4,695","91,1","17,29","3,45","266,2","4,703","86,67","16,95"
08/01/15,"129,65","0,904","6,46","22,09","6,16","77,78","1,982","3,653","4,735","90,25","16,98","3,54","264,6","4,622","90,32","17,1"
09/01/15,"127,7","0,879","6,52","22,05",6,"78,39","1,982","3,685","4,784","89,92","16,68","3,48","269,3","4,535","88,29","16,9"
12/01/15,"131,95","0,888","6,62","22,36","5,99","76,63","1,978","3,635","4,752","90,3","16,45","3,62","269,2","4,667","89,83","17,08"
13/01/15,"132,95","0,917","6,61","22,6","6,1","81,33","1,978","3,706","4,755","89,99","16,04","3,72","267,9","4,693","90,72","17,38"
14/01/15,"132,7","0,93","6,69","22,85","5,98","80,48","2,009","3,649","4,744","89,86","15,2","3,7","267,4","4,698","89,52","17,49"
15/01/15,"135,05","0,94","6,93","23,46","6,04","82,21","1,977","3,609","4,639","91,25","15,38","3,76","271,3","4,674","91,47","17,72"
16/01/15,"134,2","0,964","7,09","23,32","6,09","82,14","2,005","3,581","4,746","91,19","15,26","3,83","270,5","4,738","92,22",18
19/01/15,"134,2","0,974","7,1","23,43","6,23",82,"1,977","3,7","4,682","90,73","15,41","3,95","268,1","4,633","92,89","18,32"
20/01/15,"136,5","1,018","7,07","22,64","6,23","83,68","1,972","3,594","4,671","91,62","16,09","3,98","268,9","4,481","93,86","18,33"
21/01/15,"137,4","1,011","7,15","22,45","6,18","84,55","1,97","3,689","4,758","90,08","15,73","4,08","267,3","4,552","94,08","18,27"
22/01/15,"137,85","1,012","6,88","23,02","6,3","80,75","1,994","3,739","4,763","89,58","15,85","4,02","270,6","4,506","95,72","18,5"
23/01/15,"141,85",1,"6,85","23,03","6,25","81,9","1,98","3,784","4,764","86,49","15,63",4,271,"4,483","97,27","18,34"
26/01/15,"144,65","1,017","6,72","23,53","6,26","82,39","1,997","3,821","4,791","85,15","15,2","4,04","270,1","4,559","99,04","18,68"
27/01/15,"145,1","1,033","6,84","24,29","6,22","84,64","2,068","3,843","4,825","85,67","15,43","4,01",270,"4,561","98,29","18,7"
28/01/15,"145,2","1,009","6,84","24,21","6,26","87,08","2,088","3,89","4,865","84,29","15,15","3,96","269,5","4,512","97,89","18,52"
29/01/15,"144,7","1,023","6,88","24,21","6,33","84,55","2,086","3,882","4,74","85,12","15,46","4,07","270,9","4,539","99,39","18,7"
30/01/15,"143,5","1,018","6,85","24,17","6,34","85,92","2,079","3,937","4,72","85,95","15,89","4,04",271,"4,601","99,17","18,56"
02/02/15,"143,3","0,982","6,68","23,98","6,38","86,16","2,095","3,932","4,732","85,79","15,79","3,92","272,8","4,584","100,15","18,39"
03/02/15,"144,5","0,963","6,89","23,89","6,53","85,82","2,106","3,949","4,821","86,7","15,97","3,9","273,3","4,661","100,15","18,27"
04/02/15,"156,25","0,95","6,95","23,79","6,51","85,22","2,1","3,958","4,838","85,61","16,49","3,8","275,7","4,688","100,85","17,84"
05/02/15,"153,5","0,999","6,99","24,55","6,51","84,73","2,101","3,965","4,901","85,05","16,35","3,84","277,1","4,659","100,9","18,15"
06/02/15,"152,8","0,977","7,06","25,3","6,57","85,96","2,129","3,929","4,9","85,39","16,42","3,86","277,7","4,696","99,35","17,96"
09/02/15,"150,6","0,979","7,05","25,72","6,5","88,38","2,148","3,922","4,987","85,64","16,36","3,88","277,7","4,621","99,39","18,16"
10/02/15,"156,15","0,973","7,06","25,33","6,54","88,89","2,135","3,942","4,925","86,03","16,67","3,9","279,5","4,575","100,59","18,34"
11/02/15,"156,55","0,998","7,1","25,78","6,56","87,74","2,131","3,996","4,928","85,9","16,61","3,86","280,2","4,603","100,5","18,15"
12/02/15,"159,15","1,04","7,13","25,76","6,64","86,98","2,125","3,95","4,944","85,49","16,63","3,87","278,2","4,584","102,54","18,14"
13/02/15,"158,5","1,037","7,12","26,03","6,6","85,88","2,17","3,957","4,98","86,26","16,3","3,91","270,3","4,592","102,67","18,22"
16/02/15,"156,95","1,024","7,08","25,92","6,61","85,54","2,23",4,"4,87","85,21","16,21","3,95","277,8","4,61","101,78","18,38"
17/02/15,"157,6","1,013","7,08","26,11","6,53","85,31","2,191","3,971","4,868","84,87","16,38","3,95","280,6","4,616","101,03","18,08"
18/02/15,"158,75","1,019","7,13","25,79","6,65","85,21","2,235","3,973","4,85","85,39","16,2","3,97","283,9","4,607","101,74","18,2"
19/02/15,"160,8","1,02","7,17","26,04","6,63","83,89","2,242","4,069","4,874","85,5","16,38","4,06","282,9","4,688","102,27","18,33"
20/02/15,161,"1,036","7,19","26,22","6,72","84,16","2,209","4,041","4,78","85,46","16,49","4,05","283,3","4,716","102,58","18,31"
23/02/15,"161,25","1,066","7,25","26,26","6,8","84,62","2,191","4,082","4,769","85,17","16,04","4,03","285,3","4,728","102,63","18,33"
24/02/15,"161,2","1,066","7,21","25,68","6,84","84,91","2,2","4,047","4,763","85,13","15,81","4,12","285,8","4,765","103,2","18,4"
25/02/15,"161,6","1,08","7,26","25,82","6,85","85,14","2,22","4,124","4,764","85,41","16,01","4,16","290,9","4,842","103,38","18,33"
26/02/15,"161,95","1,077","7,33","26,1","6,93","84,82","2,228","4,137","4,791","85,16","16,04","4,07","287,8","4,869","104,09","18,26"
27/02/15,"163,9","1,095","7,32","26,32","6,92","83,11","2,207","4,133","4,762","84,35","15,84","4,11","291,6","4,83","104,57","18,34"
02/03/15,"164,75","1,09","7,25","26,21","6,9","82,36","2,229","4,122","4,88","84,63",16,"4,14","292,9","4,851","104,26","18,4"
03/03/15,"162,4","1,084","7,16","26,06","6,8","81,31","2,232","4,13","4,827","82,66","16,22","4,09","293,3","4,836","103,33","18,73"
04/03/15,"165,1","1,06","7,35","26,72","6,83","81,27","2,231","4,088","4,839","83,09","16,17","4,08","292,8","4,821","104,35","18,93"
05/03/15,"167,7","1,039","7,27","26,5","6,92","80,94","2,2","4,117","5,065","81,54","15,79","4,04","294,4","4,807","105,24","18,7"
06/03/15,"168,9","1,119","7,3","26,89","7,33","80,42","2,217","4,135","5,136","81,39","16,11","4,17",291,"4,889","105,02","19,07"
09/03/15,"167,8","1,116","7,35","27,59","7,23","81,26","2,215","4,095","5,196","82,09","16,09","4,12","284,1","4,84","105,15","18,23"
10/03/15,"166,25","1,115","7,26","27,2","7,12","80,47","2,186","4,11","5,315","81,83","16,09","4,11","280,9","4,814","104,09","18,15"
11/03/15,"171,5","1,141","7,28","27,36","7,51","82,05","2,16","4,051","5,315","83,56","16,13","4,14",283,"4,768","107,23","18,31"
12/03/15,"170,6","1,134","7,33","27,69","7,52","81,01","2,121","3,984","5,132","82,85","16,09","4,13","278,6","4,746","106,88","18,04"
13/03/15,"171,25","1,097","7,3","28,25","7,56","82,37","2,105","3,995","5,092","83,75","15,98","4,13","280,5","4,77","106,83","18,14"
16/03/15,"174,7","1,095","7,22","28,45","7,66",82,"2,086","3,903","5,042","83,38","15,61","4,26","281,2","4,816","108,38","18,23"
17/03/15,"172,7","1,094","7,34","29,01","7,57","81,85","2,061","3,875","5,011","84,74","15,84","4,35","283,1","4,755","108,29","18,39"
18/03/15,"170,75","1,106","7,22","28,48","7,64","83,29","2,116","3,941","5,126","84,86","15,72","4,28",283,"4,891","108,34","18,37"
19/03/15,"168,3","1,103","7,03","28,35","7,56","83,16","2,128","3,996","5,124","83,92","15,61","4,34","285,3",5,"107,58","18,64"
20/03/15,"169,25","1,084","7,08","28,23","7,59","83,31","2,128","4,036","4,874","83,01","15,41","4,29","287,2",5,"107,85","18,55"
23/03/15,"164,5","1,09","7,14","28,9","7,5","84,48","2,166","4,047","4,927","82,15","15,42","4,22","285,1","5,06","106,96","18,34"
24/03/15,"166,45","1,086","7,11","28,88","7,59","83,44","2,173","4,076","4,858","82,31","15,31","4,24","282,9","5,031","107,85","18,38"
25/03/15,"163,6","1,093","7,02","29,18","7,51","84,28","2,177","4,104","4,861","82,72","15,52","4,24","282,3","5,065","106,61","18,51"
26/03/15,"162,35","1,092","7,07","29,25","7,28","84,39","2,194","4,172","4,832","81,94","15,39","4,21","281,7","5,033","106,03","18,31"
27/03/15,"162,25","1,087","7,15","29,58","7,28","85,91","2,224","4,066","4,848","82,32","15,41","4,34","278,1","5,028","106,39","18,45"
30/03/15,"164,5","1,092","7,13","29,39","7,45","86,27","2,235","4,11","4,85","82,43","15,54","4,31",279,"5,021","107,5","18,48"
31/03/15,"164,15","1,114","7,18","29,45","7,35","86,12","2,222","4,145","4,82","83,04","15,51","4,4",279,"5,009","106,08","18,69"
01/04/15,"163,3","1,096","7,58","29,53","7,4","88,45","2,23","4,215","4,816","82,39","15,46","4,33","277,2","5,07","106,43","18,44"
02/04/15,"163,55","1,103","7,77","29,63","7,43","89,11","2,253","4,228","4,786","82,77","15,61","4,39","265,1","5,041","106,08","18,56"
07/04/15,"165,55","1,105","7,49","29,21","7,52","88,02","2,229","4,178","4,795","82,89","15,71","4,4","263,4","5,002","107,41","18,56"
08/04/15,"167,5","1,128","7,38","29,42","7,48","88,8","2,247","4,243","4,849","83,35","15,72","4,46","263,6","5,166","106,61","18,48"
09/04/15,"170,8","1,132","7,27","28,32","7,51",92,"2,229","4,255","4,83","83,43","15,8","4,4","258,9","5,121","108,43","18,31"
10/04/15,"172,4","1,139","7,15","27,4","7,58","91,89","2,288","4,32","4,958","83,6","15,82","4,44",258,"5,05","108,56","18,4"
13/04/15,"172,55","1,104","7,1","27,93","7,59","92,86","2,277","4,346","4,912","83,51","15,64","4,35",260,"5,054","108,25","18,16"
14/04/15,"168,25","1,08","7,34","27,68","7,51","92,47","2,262","4,317","4,911","83,5","15,79","4,26","257,3","5,05","107,94","17,77"
15/04/15,"171,2","1,08","7,51","28,06","7,58","91,29","2,264","4,331","4,917","82,53","15,56","4,3","257,3","5,065","108,51","17,91"
16/04/15,"169,05","1,084","7,31","28,03","7,48","92,16","2,125","4,042","4,812","82,87","15,57","4,26","259,1","5,021","107,58","17,6"
17/04/15,"165,45","1,078","7,15","28,18","7,3","93,05","2,12","4,1","4,825","83,08","15,5","4,21",262,"5,006","106,12","17,45"
20/04/15,165,"1,085","7,1","26,89","7,26","91,61","2,139","4,089","4,816","83,09","15,74","4,23",269,"4,898","107,14","17,33"
21/04/15,"164,1","1,081","6,99","25,91","7,19","92,33","2,121","4,184","4,833","80,95","15,69","4,35","268,5","4,898","109,09","17,19"
22/04/15,"160,85","1,06","6,77","25,38","7,18","92,66","2,175","4,211","4,033",81,"15,64","4,34","263,4","4,912","108,74","17,63"
23/04/15,"159,3","1,056","6,05","25,64","7,15","94,28","2,178","4,171","4,007","80,6","15,56","4,33","264,1","4,75","107,23","17,31"
24/04/15,"161,05","1,056","5,89","25,7","7,07","94,61","2,146","4,191","4,228","80,42","15,65","4,24","265,1","4,651","105,64","17,08"
27/04/15,"162,65","1,059","5,8","25,16","7,2",93,"2,133","4,188","4,263","79,85","15,98","4,24","266,1","4,633","107,45","17,48"
28/04/15,"158,85","1,088","5,72","25,37","7,07","92,98","2,168","4,178","4,116","79,51","15,93","4,24",266,"4,641","105,64","17,48"
29/04/15,"155,75","1,04","5,96","25,42","6,94","92,04","2,211","4,237","4,161","80,29","16,11","4,08",270,"4,703","102,71","16,9"
30/04/15,"156,6","1,023","6,2","25,76","7,07","92,27","2,199","4,181","4,099","80,35","16,44","4,12","268,8","4,723","103,42","17,03"
04/05/15,"159,5","1,039","6,25","25,95","7,1","90,23","2,202","4,184","4,076","80,07","16,35","4,06","269,5","4,825","105,02","17,52"
05/05/15,"154,65","1,06","6,14","25,71","6,85","92,43","2,24","4,155","4,095","80,4","16,29","4,23","269,3","4,799","102,76","17,61"
06/05/15,"154,25","1,041","6,12","25,69","6,94","91,77","2,244","4,124","4,11","80,2","16,24","4,2","267,5","4,857","103,38","17,46"
07/05/15,"155,9","1,075","6,05","26,02","7,06","92,47","2,256","4,181","4,099","80,96","16,45","4,16","269,6","4,869","102,98","17,29"
08/05/15,"160,8","1,087","6,09","25,92","7,02","92,51","2,25","4,184","4,105","80,27","16,49","4,19","268,6","4,909","106,79","17,35"
11/05/15,"158,35","1,09","6,32","25,87","7,23","92,17","2,234","4,211","4,116","79,95","16,43","4,26","265,8","5,001","105,24","18,01"
12/05/15,"155,9","1,092","6,45","26,4","7,14","92,14","2,234","4,281","4,157","79,7","16,47","4,2","262,4","5,133","103,73","17,94"
13/05/15,"154,4","1,092","6,66","26,46","6,93","92,75","2,236","4,261","4,357","80,57","16,52","4,21","262,8","5,176","103,29","17,48"
14/05/15,"158,85","1,12","6,59","26,47","7,06","90,56","2,249","4,259","4,5","81,05","16,35","4,34","264,9","5,175","104,8",18
15/05/15,"158,75","1,13","6,53","25,7","7,11","90,75","2,337","4,201","4,497","80,74","16,51","4,4","266,5","5,007","103,87","18,05"
18/05/15,"160,15","1,124","6,55","25,1","7,08","92,03","2,334","4,276","4,507","80,83","16,77","4,4",264,"4,912","102,71","17,97"
19/05/15,"165,95","1,135","6,79","25,3","7,26","92,02","2,319","4,26","4,49","80,48","16,74","4,41","262,6","4,862","104,97","18,03"
20/05/15,166,"1,116","6,76",25,"7,27","90,74","2,305","4,228","4,497","80,41","16,73","4,32",260,"4,855","104,88","17,69"
21/05/15,"165,6","1,12","6,65","24,47","7,27",91,"2,305","4,236","4,528","79,95","16,75","4,35","263,9","4,817","105,1","17,74"
22/05/15,"166,4","1,132","6,67","24,32","7,19","90,65","2,284","4,146","4,419","79,14","16,5","4,45",266,"4,694","104,97","18,23"
25/05/15,"165,9","1,138","6,63","24,69","7,17","90,77","2,288","4,133","4,428","79,39","16,74","4,46","263,9","4,704","104,8","17,97"
26/05/15,165,"1,116","6,59","25,03","7,12","90,65","2,313","4,163","4,414","79,33","16,67","4,42","260,8","4,714","103,73","17,61"
27/05/15,"167,85","1,129","6,62","25,08","7,2","91,5","2,312","4,102","4,375","78,39","16,5","4,41","258,2","4,705","106,39","17,46"
28/05/15,"166,55","1,163","6,45","24,65","7,04","91,36","2,308","4,075","4,447","78,85","16,55","4,4",255,"4,7","106,3","17,67"
29/05/15,"162,15","1,168","6,37","25,53","6,93","90,07","2,314","4,028","4,404","78,54","16,72","4,37","255,7","4,689","103,87","17,6"
01/06/15,"163,2","1,179","6,36","24,88","6,85","90,17","2,294","4,019","4,352","78,56","16,93","4,27","254,3","4,693",104,"17,31"
02/06/15,"165,1","1,147","6,43","25,41","6,86","89,37","2,271","3,96","4,3","78,15","16,78","4,21","258,4","4,661","102,76","16,94"
03/06/15,"165,55","1,136","6,44","25,57","6,88","89,86","2,298","3,986","4,268","77,43","17,19","4,19","259,3","4,76","103,78","16,73"
04/06/15,"163,45","1,111","6,37","25,39","6,82","91,63","2,317","4,073","4,258","77,71","17,08","4,16","260,2","4,78","102,67","16,63"
05/06/15,"160,3","1,145","6,22","24,73","6,81","90,67","2,345","4,157","4,298","78,9","17,31","4,25","258,3","4,837","100,94","16,92"
08/06/15,"160,25","1,154","6,37","24,71","6,65","90,15","2,35","4,061","4,298","79,54","17,59","4,27","255,3","4,838","99,92","16,91"
09/06/15,"155,15","1,146","6,33","24,7","6,56","89,43","2,388","4,061","4,295","79,41","17,49","4,21","251,4","4,756","100,23","16,65"
10/06/15,"161,55","1,121","6,35","24,26","6,71","89,69","2,365","4,038","4,22","78,87","17,49","4,12","248,9","4,695","102,4","16,31"
11/06/15,"165,5","1,105","6,5","23,87","6,64","89,67","2,338","3,928","4,159","78,12","17,47","4,13","253,2","4,544","103,78","16,32"
12/06/15,"162,35","1,11","6,59","24,72","6,51","88,63","2,344","3,962","4,21","79,1","17,55","4,12","250,5","4,528","101,74","16,21"
15/06/15,"159,85","1,155","6,52","25,07","6,44","86,62","2,373","3,901","4,195","80,08","17,37","4,21",250,"4,502","99,84","16,34"
16/06/15,"160,3","1,161","6,44","25,07","6,51","86,97","2,422","4,039","4,176","80,82","17,38","4,27","248,8","4,542","100,32","16,37"
17/06/15,"159,2","1,184","6,5","25,41","6,49",88,"2,412","4,039","4,234","80,54","17,17","4,23","244,9","4,607","100,06","17,04"
18/06/15,"159,9","1,191","6,18","25,73","6,53","87,51","2,382","3,965","4,12","80,45","17,47","4,22","248,2","4,538","100,72","16,99"
19/06/15,"159,95","1,178","6,09","24,24","6,51","86,67","2,39","3,95","4,075","79,79","17,67","4,19","257,2","4,577","100,28","16,85"
22/06/15,168,"1,178","6,25","24,05","6,71","86,67","2,328","3,835","3,947","79,51","17,49","4,24","263,6","4,492","105,06","16,97"
23/06/15,"170,35","1,183","6,09","25,24","6,76","85,66","2,321","3,832","3,863","79,39","17,37","4,36","267,2","4,451","105,95","17,13"
24/06/15,"170,85","1,127","6,05","25,25","6,79","86,19","2,332","3,832","3,772","79,34","17,41","4,12","268,1","4,407","105,59","16,27"
25/06/15,"170,9","1,138","5,94","25,15","6,8","84,3","2,433","3,875","3,725","78,32","16,89","4,06","269,2","4,516","105,86","16,16"
26/06/15,"171,2","1,167","5,75","24,41","6,82","84,01","2,441","3,936","3,817","78,24","17,02","4,15","271,6","4,646","106,21","16,6"
29/06/15,"163,6","1,151","5,79","23,83","6,6","83,49","2,448","3,997","3,749","79,72","17,22","4,13","272,4","4,604","102,45","16,34"
30/06/15,"157,15","1,155","5,94","24,01","6,59","84,2","2,507","3,971","3,693","79,93","17,03","4,12","272,5","4,63","100,46","16,23"
01/07/15,"161,65","1,109","6,03","24,46","6,7","82,92","2,497","3,978","3,768","80,05","16,94","3,94","271,1","4,647","102,49","15,7"
02/07/15,"158,9","1,088","6,15","25,46","6,65","83,55","2,495","3,938","3,999","81,72","16,69","3,87","266,4","4,678","101,21","15,26"
03/07/15,"157,65","1,137","6,12","26,31","6,61","83,96","2,473","3,913","3,931","80,99","16,25","3,96","264,4","4,597","101,03","15,6"
06/07/15,"153,25","1,167","6,16","26,51","6,48","84,29","2,475","3,925","3,897","80,66","16,48","4,12","262,1","4,58","99,22","16,16"
07/07/15,"147,95","1,19","6,16","26,78","6,36","85,29","2,451","3,897","3,875","80,95","16,7","4,23","257,5","4,517","96,65","16,66"
08/07/15,"149,35","1,205","6,32","27,22","6,42","83,63","2,425","3,895","3,855","81,91","17,02","4,28","258,7","4,544","97,18","16,79"
09/07/15,"153,4","1,19","6,33","27,15","6,56","83,89","2,466","3,851","3,792","82,04","17,13","4,27","258,9","4,513","100,19","16,85"
10/07/15,"158,75","1,206","6,21","27,58","6,73","83,71","2,534","3,847","3,655","82,15","17,68","4,34","260,1","4,454","103,25","17,05"
13/07/15,162,"1,25","6,17","27,34","6,9","83,52","2,653","3,92","3,694","82,3","17,95","4,38","260,7","4,651","105,19","17,38"
14/07/15,"162,7","1,248","6,16","27,43","6,91","84,3","2,615","3,98","3,8","82,24","18,1","4,35","259,8","4,678","105,24","17,43"
15/07/15,"161,5","1,261","6,2","27,64","6,91","85,26","2,673","4,329","3,779","82,19","18,12","4,41","263,4","4,723","105,95","17,64"
16/07/15,"162,3","1,241","6,06","27,36","7,03","86,02","2,685","4,322","3,726","81,63","18,08","4,35","270,7","4,721","106,74","17,4"
17/07/15,"166,95","1,25","5,99","26,28","7,1","82,9","2,671","4,357","3,772","80,83","18,45","4,36","275,4","4,773","106,92","17,5"
20/07/15,"169,15","1,225","5,98","26,73","7,16","81,76","2,712","4,486","3,77","80,7","18,18","4,3","274,3","4,753","107,14","17,42"
21/07/15,"168,35","1,21","6,43","27,01","7,11","82,5","2,734","4,421","3,79","80,29","17,9","4,28","276,3","4,739","106,43","17,33"
22/07/15,"167,5","1,193","6,43","28,43","7,18","83,89","2,8","4,393","3,736","79,97","17,67","4,2","273,8","4,632","105,33","17,04"
23/07/15,"167,2","1,196","6,39","28,58","7,19","83,52","2,793","4,395","3,77","80,23","17,88","4,28","270,6","4,57","104,88","17,46"
24/07/15,"166,05","1,201","6,35","28,55","7,11","82,82","2,808","4,298","3,703","80,62","18,16","4,25","270,4","4,524","104,09","17,6"
27/07/15,"160,95","1,205","6,35","27,81","6,98","82,08","2,792","4,308","3,652","77,39","18,13","4,22","267,6","4,478","101,7","17,91"
28/07/15,"165,8","1,205","6,3","28,03","7,06","82,27","2,748","4,2","3,625","76,7","17,88","4,29","266,6","4,459","102,94","17,93"
29/07/15,169,"1,235","6,19","27,76","6,99","82,5","2,748","4,21","3,657","76,4","17,77","4,34","264,6","4,506","102,27","17,88"
30/07/15,"168,6","1,234","6,26","27,45","7,07","83,59","2,715","4,223","3,657","75,91","17,8","4,31","261,5","4,543","103,64","17,67"
31/07/15,"170,7","1,244","6,05","27,54",7,"82,25","2,711","4,172","3,939","75,77","17,87","4,39",259,"4,508","104,97","17,95"
03/08/15,"171,15","1,221","5,91","26,99","7,05","84,44","2,693","4,07","3,919","75,74","17,81","4,36","253,4","4,342","106,03","17,92"
04/08/15,"171,1","1,21","6,03","25,86","7,07","84,36","2,635","3,963","3,734","75,48","17,75","4,38","244,4","4,203","106,52","17,8"
05/08/15,"175,6","1,215","5,96","26,19","7,12","84,83","2,505","3,704","3,607","76,38","18,04","4,4","253,7","3,982","107,98","18,08"
06/08/15,"175,35","1,214","5,95","25,84","7,14","84,09","2,401","3,55","3,467","76,22","17,79","4,36",248,"3,8","107,67","17,96"
07/08/15,"173,45","1,168","6,03","25,7","7,08","83,86","2,428","3,672","3,677","76,39","17,52","4,21","254,2","3,945","106,74","17,43"
10/08/15,"174,3","1,175","5,85","25,66","7,15","83,5","2,529","3,682","3,661","75,78","17,62","4,28","252,7","3,985","107,89","17,65"
11/08/15,"164,85","1,185","5,66","25,22","6,88","83,15","2,513","3,859","3,808","75,62","17,7","4,23","246,7","4,146","104,84","17,67"
12/08/15,"155,85","1,184","5,51","24,46","6,64","80,67","2,539","3,824","3,84","75,53","17,77","4,29",249,"4,068","101,56","17,81"
13/08/15,"160,4","1,186","5,11","23,62","6,14","79,44","2,433","3,68","3,635","75,13","17,69","4,26","252,8","3,878","102,58","17,91"
14/08/15,"159,6","1,16","5,54","21,98","5,97","77,5","2,422","3,659","3,497","74,12","17,46","4,16","247,2","3,869","102,32","17,6"
17/08/15,"160,3","1,137","5,46","23,35","5,97","73,87","2,528","3,676","3,572","73,91","16,72","4,06","250,6","3,906","102,18","17,19"
18/08/15,"158,9","1,124","5,66","22,97","6,14","72,52","2,456","3,606","3,466","71,84","16,1","3,97","253,2","3,85","101,87","16,66"
19/08/15,"154,1","1,064","5,68","23,75","6,03","70,09","2,433","3,649","3,527","69,14","15,29","3,73","256,5","3,879","99,53","15,8"
20/08/15,"148,05","1,128","5,58","23,54","5,83","73,85","2,403","3,619","3,372","68,42","15,26","3,96","254,7","3,875","97,53","16,52"
21/08/15,"145,7","1,121","5,47","23,45","5,56","76,06","2,549","3,857","3,406","70,9","16,06","3,88",253,"4,176","94,75","16,25"
24/08/15,"139,3","1,132","5,55","22,83","5,2","77,37","2,478","3,743","3,32","71,48","16,44","4,07","251,7","4,146","90,1","16,64"
25/08/15,"147,55","1,101","5,72","22,85","5,37","75,42","2,443","3,72","3,216","71,21","16,36","4,05","251,4","4,126","94,26","16,36"
26/08/15,"145,85","1,083","5,61","23,65","5,32","75,41","2,203","3,655","3,148","70,67","16,34","4,02","251,5","4,064","91,51","16,33"
